Approved symbol	Alias symbol	Previous symbol	Ensembl gene ID
PPIH	CYP-20		ENSG00000171960
PPIH	SnuCyp-20		ENSG00000171960
PPIH	CYPH		ENSG00000171960
PPIH	MGC5016		ENSG00000171960
PPIHP1			ENSG00000230911
PPIHP2			ENSG00000220541
PPIL1	CYPL1		ENSG00000137168
PPIL1P1			ENSG00000237951
PPIL2	UBOX7		ENSG00000100023
PPIL2	CYC4		ENSG00000100023
PPIL2	Cyp-60		ENSG00000100023
PPIL3	CyPJ		ENSG00000240344
PPIL4			ENSG00000131013
PPIL6	bA425D10.6		ENSG00000185250
PPIL6	MGC41939		ENSG00000185250
PPIL6	dJ919F19.1		ENSG00000185250
PPIL6	RSPH12		ENSG00000185250
PPIP5K1	KIAA0377	HISPPD2A	ENSG00000168781
PPIP5K1	IPS1	HISPPD2A	ENSG00000168781
PPIP5K1	VIP1	HISPPD2A	ENSG00000168781
PPIP5K1P1	HISPPD2BP	HISPPD2B	ENSG00000249839
PPIP5K1P1	KIAA0377P	HISPPD2B	ENSG00000249839
PPIP5K2	KIAA0433	HISPPD1	ENSG00000145725
PPIP5K2	KIAA0433	DFNB100	ENSG00000145725
PPIP5K2	VIP2	HISPPD1	ENSG00000145725
PPIP5K2	VIP2	DFNB100	ENSG00000145725
PPIP5K2	CFAP160	HISPPD1	ENSG00000145725
PPIP5K2	CFAP160	DFNB100	ENSG00000145725
PPL			ENSG00000118898
PPM1A	MGC9201		ENSG00000100614
PPM1A	PP2Calpha		ENSG00000100614
PPM1A	PP2CA		ENSG00000100614
PPM1AP1			ENSG00000250483
PPM1B	PPC2BETAX		ENSG00000138032
PPM1B	PP2CB		ENSG00000138032
PPM1B	PP2CBETA		ENSG00000138032
PPM1B-DT			ENSG00000273106
PPM1D	Wip1		ENSG00000170836
PPM1D	PP2C-DELTA		ENSG00000170836
PPM1E	POPX1		ENSG00000175175
PPM1E	KIAA1072		ENSG00000175175
PPM1E	PP2CH		ENSG00000175175
PPM1E	CaMKP-N		ENSG00000175175
PPM1F	FEM-2		ENSG00000100034
PPM1F	KIAA0015		ENSG00000100034
PPM1F	POPX2		ENSG00000100034
PPM1F	CaMKPase		ENSG00000100034
PPM1F	CAMKP		ENSG00000100034
PPM1F-AS1			ENSG00000224086
PPM1G	PP2CG		ENSG00000115241
PPM1G	PP2Cgamma		ENSG00000115241
PPM1H	KIAA1157	ARHCL1	ENSG00000111110
PPM1H	FLJ13253	ARHCL1	ENSG00000111110
PPM1H	NERPP-2C	ARHCL1	ENSG00000111110
PPM1J	FLJ35951		ENSG00000155367
PPM1J	MGC19531		ENSG00000155367
PPM1J	DKFZp434P1514		ENSG00000155367
PPM1J	PP2Czeta		ENSG00000155367
PPM1J	PPP2CZ		ENSG00000155367
PPM1J-DT			ENSG00000261595
PPM1K	DKFZp761G058		ENSG00000163644
PPM1K	PP2Ckappa		ENSG00000163644
PPM1K	hPTMP		ENSG00000163644
PPM1K	PP2Cm		ENSG00000163644
PPM1K	BDP		ENSG00000163644
PPM1K-DT			ENSG00000246375
PPM1L	PP2CE		ENSG00000163590
PPM1L-DT			ENSG00000260572
PPM1M	PP2Ceta		ENSG00000164088
PPM1M	FLJ32332		ENSG00000164088
PPM1N	FLJ40125		ENSG00000213889
PPME1	PME-1		ENSG00000214517
PPME1	ABDH19		ENSG00000214517
PPOX	PPO	VP	ENSG00000143224
PPP1CA	PP1A	PPP1A	ENSG00000172531
PPP1CA	PP-1A	PPP1A	ENSG00000172531
PPP1CA	PP1alpha	PPP1A	ENSG00000172531
PPP1CB	PP1B		ENSG00000213639
PPP1CB	PP-1B		ENSG00000213639
PPP1CB	PP1beta		ENSG00000213639
PPP1CB	PP1c		ENSG00000213639
PPP1CB	MP		ENSG00000213639
PPP1CB	PPP1beta		ENSG00000213639
PPP1CB-DT			ENSG00000226833
PPP1CC	PP1C		ENSG00000186298
PPP1CC	PP1gamma		ENSG00000186298
PPP1R1A			ENSG00000135447
PPP1R1AP1			ENSG00000255255
PPP1R1AP2			ENSG00000261084
PPP1R1B	DARPP-32		ENSG00000131771
PPP1R1B	FLJ20940		ENSG00000131771
PPP1R1C	Inhibitor-1-like		ENSG00000150722
PPP1R2	IPP2		ENSG00000184203
PPP1R2	PPP1R2A		ENSG00000184203
PPP1R2B	MGC87149	PPP1R2P3	ENSG00000231989
PPP1R2C	I-4	PPP1R2P9	ENSG00000102055
PPP1R2P1	IPP-2P	PPP1R2P	ENSG00000234515
PPP1R2P2			ENSG00000234008
PPP1R2P4			ENSG00000241353
PPP1R2P5			ENSG00000229360
PPP1R2P6			ENSG00000241661
PPP1R2P7
PPP1R2P8
PPP1R2P10			ENSG00000213232
PPP1R3A	GM	PPP1R3	ENSG00000154415
PPP1R3B	GL		ENSG00000173281
PPP1R3B	FLJ14005		ENSG00000173281
PPP1R3B	PPP1R4		ENSG00000173281
PPP1R3B-DT	AC02278.4		ENSG00000248538
PPP1R3B-DT	RP11-10A14.5		ENSG00000248538
PPP1R3B-DT	AP000695.2		ENSG00000248538
PPP1R3C	PTG	PPP1R5	ENSG00000119938
PPP1R3D		PPP1R6	ENSG00000132825
PPP1R3E	FLJ00089		ENSG00000235194
PPP1R3F	Hb2E		ENSG00000049769
PPP1R3G			ENSG00000219607
PPP1R7	sds22		ENSG00000115685
PPP1R8	ard-1		ENSG00000117751
PPP1R8	NIPP-1		ENSG00000117751
PPP1R8	PRO2047		ENSG00000117751
PPP1R8	ARD1		ENSG00000117751
PPP1R8	NIPP1		ENSG00000117751
PPP1R8P1		PPP1R8P	ENSG00000224986
PPP1R9A	Neurabin-I		ENSG00000158528
PPP1R9A	KIAA1222		ENSG00000158528
PPP1R9A	FLJ20068		ENSG00000158528
PPP1R9A-AS1			ENSG00000236197
PPP1R9B	Spn	PPP1R6	ENSG00000108819
PPP1R9B	Spn	PPP1R9	ENSG00000108819
PPP1R9B	SPINO	PPP1R6	ENSG00000108819
PPP1R9B	SPINO	PPP1R9	ENSG00000108819
PPP1R10	PNUTS		ENSG00000204569
PPP1R10	FB19		ENSG00000204569
PPP1R10	CAT53		ENSG00000204569
PPP1R10	p99		ENSG00000204569
PPP1R10P1		PPP1R10P	ENSG00000255352
PPP1R11	HCGV	TCTE5	ENSG00000204619
PPP1R11	Tctex5	TCTE5	ENSG00000204619
PPP1R11	HCG-V	TCTE5	ENSG00000204619
PPP1R11	CFAP255	TCTE5	ENSG00000204619
PPP1R11P1			ENSG00000236216
PPP1R11P2			ENSG00000231765
PPP1R12A	MBS	MYPT1	ENSG00000058272
PPP1R12A	M130	MYPT1	ENSG00000058272
PPP1R12A-AS1	R12A-AS1		ENSG00000257557
PPP1R12A-AS2			ENSG00000258048
PPP1R12B	MGC87886	MYPT2	ENSG00000077157
PPP1R12B	MGC131980	MYPT2	ENSG00000077157
PPP1R12B	PP1bp55	MYPT2	ENSG00000077157
PPP1R12BP1	PPP1R12BPY1	PPP1R12BP	ENSG00000229238
PPP1R12BP2			ENSG00000205936
PPP1R12C	DKFZP434D0412	LENG3	ENSG00000125503
PPP1R12C	p84	LENG3	ENSG00000125503
PPP1R12C	MBS85	LENG3	ENSG00000125503
PPP1R12C	p85	LENG3	ENSG00000125503
PPP1R12C	AAVS1	LENG3	ENSG00000125503
PPP1R12CP
PPP1R13B	p53BP2-like		ENSG00000088808
PPP1R13B	KIAA0771		ENSG00000088808
PPP1R13B	p85		ENSG00000088808
PPP1R13B	ASPP1		ENSG00000088808
PPP1R13B-DT	HITT	LINC00637	ENSG00000258735
PPP1R13L	RAI		ENSG00000104881
PPP1R13L	IASPP		ENSG00000104881
PPP1R14A	CPI-17	PPP1INL	ENSG00000167641
PPP1R14B	SOM172	PLCB3N	ENSG00000173457
PPP1R14B	PNG	PLCB3N	ENSG00000173457
PPP1R14B	PHI-1	PLCB3N	ENSG00000173457
PPP1R14B-AS1			ENSG00000256940
PPP1R14BP1		PLCB3NP
PPP1R14BP2			ENSG00000213082
PPP1R14BP3			ENSG00000179967
PPP1R14BP4			ENSG00000270889
PPP1R14BP5			ENSG00000213133
PPP1R14C	CPI17-like		ENSG00000198729
PPP1R14C	NY-BR-81		ENSG00000198729
PPP1R14C	KEPI		ENSG00000198729
PPP1R14D	CPI17-like		ENSG00000166143
PPP1R14D	FLJ20251		ENSG00000166143
PPP1R14D	GBPI-1		ENSG00000166143
PPP1R14D	MGC119014		ENSG00000166143
PPP1R14D	MGC119016		ENSG00000166143
PPP1R15A	GADD34		ENSG00000087074
PPP1R15B	FLJ14744		ENSG00000158615
PPP1R15B-AS1	AL606489.1		ENSG00000226330
PPP1R16A	MGC14333		ENSG00000160972
PPP1R16A	MYPT3		ENSG00000160972
PPP1R16B	KIAA0823		ENSG00000101445
PPP1R16B	TIMAP		ENSG00000101445
PPP1R16B	ANKRD4		ENSG00000101445
PPP1R17	GSBS	C7orf16	ENSG00000106341
PPP1R18	phostensin	KIAA1949	ENSG00000146112
PPP1R21	FLJ16566	CCDC128	ENSG00000162869
PPP1R21	FLJ16566	KLRAQ1	ENSG00000162869
PPP1R21	Fy-2	CCDC128	ENSG00000162869
PPP1R21	Fy-2	KLRAQ1	ENSG00000162869
PPP1R21	FERRY2	CCDC128	ENSG00000162869
PPP1R21	FERRY2	KLRAQ1	ENSG00000162869
PPP1R21-DT			ENSG00000272663
PPP1R26		KIAA0649	ENSG00000196422
PPP1R26-AS1			ENSG00000225361
PPP1R26P1		KIAA0649P1	ENSG00000238086
PPP1R26P2		KIAA0649P2	ENSG00000273643
PPP1R26P3		KIAA0649P3	ENSG00000275060
PPP1R26P4		KIAA0649P4	ENSG00000278008
PPP1R26P5		KIAA0649P5	ENSG00000232771
PPP1R27	toonin	DYSFIP1	ENSG00000182676
PPP1R35	MGC22793	C7orf47	ENSG00000160813
PPP1R35-AS1			ENSG00000240211
PPP1R36		C14orf50	ENSG00000165807
PPP1R37		LRRC68	ENSG00000104866
PPP1R42	dtr	LRRC67	ENSG00000178125
PPP1R42	TLLR	LRRC67	ENSG00000178125
PPP2CA	PP2Calpha		ENSG00000113575
PPP2CA	PP2AC		ENSG00000113575
PPP2CA-DT			ENSG00000270177
PPP2CB	PP2Abeta		ENSG00000104695
PPP2CBP1		PPP2CBP
PPP2R1A	PR65A		ENSG00000105568
PPP2R1A	PP2A-Aalpha		ENSG00000105568
PPP2R1A	PP2AA		ENSG00000105568
PPP2R1A-AS1			ENSG00000268015
PPP2R1B	PR65B		ENSG00000137713
PPP2R1B	PP2A-Abeta		ENSG00000137713
PPP2R2A	PR52A		ENSG00000221914
PPP2R2A	PR55A		ENSG00000221914
PPP2R2A	B55A		ENSG00000221914
PPP2R2A	PR55alpha		ENSG00000221914
PPP2R2A	B55alpha		ENSG00000221914
PPP2R2B	PR55-BETA	SCA12	ENSG00000156475
PPP2R2B	PR52B	SCA12	ENSG00000156475
PPP2R2B	B55beta	SCA12	ENSG00000156475
PPP2R2B-IT1			ENSG00000249553
PPP2R2C	PR52		ENSG00000074211
PPP2R2C	IMYPNO		ENSG00000074211
PPP2R2C	MGC33570		ENSG00000074211
PPP2R2C	PR55G		ENSG00000074211
PPP2R2C	B55gamma		ENSG00000074211
PPP2R2D	MDS026		ENSG00000175470
PPP2R2D	B55delta		ENSG00000175470
PPP2R2D	B55D		ENSG00000175470
PPP2R2DP1			ENSG00000231668
PPP2R3A	PR130	PPP2R3	ENSG00000073711
PPP2R3A	PR72	PPP2R3	ENSG00000073711
PPP2R3B	PPP2R3LY	PPP2R3L	ENSG00000167393
PPP2R3B	PR48	PPP2R3L	ENSG00000167393
PPP2R3B	PR70	PPP2R3L	ENSG00000167393
PPP2R3C	FLJ20644	C14orf10	ENSG00000092020
PPP2R3C	G4-1	C14orf10	ENSG00000092020
PPP2R3C	G5PR	C14orf10	ENSG00000092020
PPP2R5A	PR61A		ENSG00000066027
PPP2R5A	B56A		ENSG00000066027
PPP2R5A	B56alpha		ENSG00000066027
PPP2R5B	FLJ35411		ENSG00000068971
PPP2R5B	B56B		ENSG00000068971
PPP2R5B	PR61B		ENSG00000068971
PPP2R5B	B56beta		ENSG00000068971
PPP2R5C	B56G		ENSG00000078304
PPP2R5C	PR61G		ENSG00000078304
PPP2R5C	B56gamma		ENSG00000078304
PPP2R5CP			ENSG00000239557
PPP2R5D	B56D		ENSG00000112640
PPP2R5D	B56delta		ENSG00000112640
PPP2R5E	B56E		ENSG00000154001
PPP2R5E	B56epsilon		ENSG00000154001
PPP3CA	CNA1	CALN	ENSG00000138814
PPP3CA	CNA1	CALNA	ENSG00000138814
PPP3CA	PPP2B	CALN	ENSG00000138814
PPP3CA	PPP2B	CALNA	ENSG00000138814
PPP3CA-DT	FLJ20021		ENSG00000254531
PPP3CA-DT	SRSP		ENSG00000254531
PPP3CA-DT	FLJ		ENSG00000254531
PPP3CB	CALNA2	CALNB	ENSG00000107758
PPP3CB	CNA2	CALNB	ENSG00000107758
PPP3CB	PP2Bbeta	CALNB	ENSG00000107758
PPP3CB-AS1	USP54-AS1		ENSG00000221817
PPP3CC	CALNA3		ENSG00000120910
PPP3CC	PP2Bgamma		ENSG00000120910
PPP3R1	CALNB1		ENSG00000221823
PPP3R1	CNB		ENSG00000221823
PPP3R1	CNB1		ENSG00000221823
PPP3R1-AS1			ENSG00000289156
PPP3R2	PPP3RL		ENSG00000188386
PPP4C	PP4		ENSG00000149923
PPP4C	PPX		ENSG00000149923
PPP4R1	PP4R1		ENSG00000154845
PPP4R1-AS1			ENSG00000263627
PPP4R1L	bA196N14.4	C20orf192	ENSG00000124224
PPP4R1L	bA196N14.5	C20orf192	ENSG00000124224
PPP4R1L	PPP4R1P1	C20orf192	ENSG00000124224
PPP4R2			ENSG00000163605
PPP4R2P1			ENSG00000250848
PPP4R2P2			ENSG00000231443
PPP4R2P3			ENSG00000231464
PPP4R2P4			ENSG00000249626
PPP4R2P5			ENSG00000232615
PPP4R2P6			ENSG00000271662
PPP4R3A	FLJ20707	KIAA2010	ENSG00000100796
PPP4R3A	FLJ20707	SMEK1	ENSG00000100796
PPP4R3A	MSTP033	KIAA2010	ENSG00000100796
PPP4R3A	MSTP033	SMEK1	ENSG00000100796
PPP4R3A	FLFL1	KIAA2010	ENSG00000100796
PPP4R3A	FLFL1	SMEK1	ENSG00000100796
PPP4R3A	smk-1	KIAA2010	ENSG00000100796
PPP4R3A	smk-1	SMEK1	ENSG00000100796
PPP4R3A	smk1	KIAA2010	ENSG00000100796
PPP4R3A	smk1	SMEK1	ENSG00000100796
PPP4R3A	PP4R3	KIAA2010	ENSG00000100796
PPP4R3A	PP4R3	SMEK1	ENSG00000100796
PPP4R3B	PSY2	SMEK2	ENSG00000275052
PPP4R3B	FLFL2	SMEK2	ENSG00000275052
PPP4R3B	KIAA1387	SMEK2	ENSG00000275052
PPP4R3B	FLJ31474	SMEK2	ENSG00000275052
PPP4R3B-DT			ENSG00000272606
PPP4R3C	FLJ32867	SMEK3P	ENSG00000224960
PPP4R3C	FLJ32867	PPP4R3CP	ENSG00000224960
PPP4R3C	FLFL3P	SMEK3P	ENSG00000224960
PPP4R3C	FLFL3P	PPP4R3CP	ENSG00000224960
PPP4R3C	smk1	SMEK3P	ENSG00000224960
PPP4R3C	smk1	PPP4R3CP	ENSG00000224960
PPP4R4	PP4R4	KIAA1622	ENSG00000119698
PPP4R4	CFAP14	KIAA1622	ENSG00000119698
PPP5C	PP5	PPP5	ENSG00000011485
PPP5C-AS1			ENSG00000269151
PPP5D1P		PPP5D1	ENSG00000230510
PPP6C	PP6		ENSG00000119414
PPP6CP
PPP6R1	SAP190	KIAA1115	ENSG00000105063
PPP6R1	SAP190	SAPS1	ENSG00000105063
PPP6R2	dJ579N16.1	KIAA0685	ENSG00000100239
PPP6R2	dJ579N16.1	SAPS2	ENSG00000100239
PPP6R2	SAP190	KIAA0685	ENSG00000100239
PPP6R2	SAP190	SAPS2	ENSG00000100239
PPP6R2P1			ENSG00000233442
PPP6R3	SAPLa	C11orf23	ENSG00000110075
PPP6R3	SAPLa	SAPS3	ENSG00000110075
PPP6R3	DKFZp781E2374	C11orf23	ENSG00000110075
PPP6R3	DKFZp781E2374	SAPS3	ENSG00000110075
PPP6R3	DKFZp781O2362	C11orf23	ENSG00000110075
PPP6R3	DKFZp781O2362	SAPS3	ENSG00000110075
PPP6R3	DKFZp781E17107	C11orf23	ENSG00000110075
PPP6R3	DKFZp781E17107	SAPS3	ENSG00000110075
PPP6R3	SAP190	C11orf23	ENSG00000110075
PPP6R3	SAP190	SAPS3	ENSG00000110075
PPP6R3	SAPL	C11orf23	ENSG00000110075
PPP6R3	SAPL	SAPS3	ENSG00000110075
PPP6R3	PP6R3	C11orf23	ENSG00000110075
PPP6R3	PP6R3	SAPS3	ENSG00000110075
PPP6R3	FLJ11058	C11orf23	ENSG00000110075
PPP6R3	FLJ11058	SAPS3	ENSG00000110075
PPP6R3	FLJ43065	C11orf23	ENSG00000110075
PPP6R3	FLJ43065	SAPS3	ENSG00000110075
PPP6R3	KIAA1558	C11orf23	ENSG00000110075
PPP6R3	KIAA1558	SAPS3	ENSG00000110075
PPP6R3	MGC125711	C11orf23	ENSG00000110075
PPP6R3	MGC125711	SAPS3	ENSG00000110075
PPP6R3	MGC125712	C11orf23	ENSG00000110075
PPP6R3	MGC125712	SAPS3	ENSG00000110075
PPRC1	PRC		ENSG00000148840
PPRC1	KIAA0595		ENSG00000148840
PPRC1	MGC74642		ENSG00000148840
PPT1	CLN1	PPT	ENSG00000131238
PPT1	INCL	PPT	ENSG00000131238
PPT2			ENSG00000221988
PPT2-EGFL8			ENSG00000258388
PPTC7	TA-PP2C		ENSG00000196850
PPWD1	KIAA0073		ENSG00000113593
PPY	PNP		ENSG00000108849
PPY2P		PPY2	ENSG00000265060
PQBP1		RENS1	ENSG00000102103
PQBP1		MRXS8	ENSG00000102103
PQBP1		SHS	ENSG00000102103
PQBP1		MRX55	ENSG00000102103
PQBP1		MRX2	ENSG00000102103
PQBP1		MRXS3	ENSG00000102103
PQBP4
PR@
PRAC1		C17orf92	ENSG00000159182
PRAC1		PRAC	ENSG00000159182
PRAC2		C17orf93	ENSG00000229637
PRAC2		NCRNA00253	ENSG00000229637
PRAC2		HOXB13-AS1	ENSG00000229637
PRAC2		HOXB-AS5	ENSG00000229637
PRADC1	MGC13004	C2orf7	ENSG00000135617
PRADC1	PAP21	C2orf7	ENSG00000135617
PRADC1	hPAP21	C2orf7	ENSG00000135617
PRADC1P1			ENSG00000236165
PRADX			ENSG00000235027
PRAF2	JM4		ENSG00000243279
PRAF2	Yip6a		ENSG00000243279
PRAG1	DKFZp761P0423		ENSG00000275342
PRAG1	SgK223		ENSG00000275342
PRAG1	PRAGMIN		ENSG00000275342
PRAG1	PEAK2		ENSG00000275342
PRAG1	NACK		ENSG00000275342
PRAL	lncRNA-PRAL		ENSG00000279296
PRAM1	PML-RAR		ENSG00000133246
PRAME	CT130	MAPE	ENSG00000185686
PRAMEF1			ENSG00000116721
PRAMEF2	FLJ43580		ENSG00000120952
PRAMEF3
PRAMEF4	RP5-845O24.6		ENSG00000243073
PRAMEF5	PRAMEF5L	PRAMEF23	ENSG00000270601
PRAMEF6			ENSG00000232423
PRAMEF7			ENSG00000204510
PRAMEF8			ENSG00000182330
PRAMEF9			ENSG00000204505
PRAMEF10			ENSG00000187545
PRAMEF11			ENSG00000239810
PRAMEF12	OTTHUMG00000001927		ENSG00000116726
PRAMEF13			ENSG00000279169
PRAMEF14	OTTHUMG00000007916		ENSG00000204481
PRAMEF15	OTTHUMG00000007921		ENSG00000204501
PRAMEF16	OTTHUMG00000002933
PRAMEF17	OTTHUMG00000007909		ENSG00000204479
PRAMEF18			ENSG00000279804
PRAMEF19	OTTHUMG00000007919		ENSG00000204480
PRAMEF20	OTTHUMG00000007911	PRAMEF21	ENSG00000204478
PRAMEF20	OTTHUMT00000008157	PRAMEF21	ENSG00000204478
PRAMEF22	PRAMEF3L		ENSG00000276816
PRAMEF25			ENSG00000229571
PRAMEF26			ENSG00000280267
PRAMEF27			ENSG00000274764
PRAMEF28P		PRAMEF28	ENSG00000274178
PRAMEF29P			ENSG00000234064
PRAMEF30P			ENSG00000231103
PRAMEF31P			ENSG00000250894
PRAMEF32P			ENSG00000231219
PRAMEF33		PRAMEF33P	ENSG00000237700
PRAMEF34P			ENSG00000277862
PRAMEF35P			ENSG00000236179
PRAMEF36P			ENSG00000229978
PRAMENP	FLJ16327	PRAMEL	ENSG00000197549
PRAMENP	FLJ16327	PRAMEF24P	ENSG00000197549
PRANCR		LINC01481	ENSG00000257815
PRANCR		CNOT2-DT	ENSG00000257815
PRAP1	UPA		ENSG00000165828
PRB1	PM		ENSG00000251655
PRB1	PMF		ENSG00000251655
PRB1	PMS		ENSG00000251655
PRB1	PRB1M		ENSG00000251655
PRB1	PRB1L		ENSG00000251655
PRB2	PRPPRB1		ENSG00000121335
PRB2	Ps		ENSG00000121335
PRB2	cP7		ENSG00000121335
PRB3	PRG		ENSG00000197870
PRB4			ENSG00000230657
PRC1	ASE1		ENSG00000198901
PRC1	MAP65		ENSG00000198901
PRC1-AS1			ENSG00000258725
PRCC	RCCP1		ENSG00000143294
PRCD	RP36		ENSG00000214140
PRCP	PCP		ENSG00000137509
PRCP	HUMPCP		ENSG00000137509
PRCPP1			ENSG00000232556
PRD
PRDM1	PRDI-BF1	BLIMP1	ENSG00000057657
PRDM1	Blimp-1	BLIMP1	ENSG00000057657
PRDM2	RIZ		ENSG00000116731
PRDM2	RIZ1		ENSG00000116731
PRDM2	RIZ2		ENSG00000116731
PRDM2	KMT8		ENSG00000116731
PRDM2	MTB-ZF		ENSG00000116731
PRDM2	HUMHOXY1		ENSG00000116731
PRDM2	KMT8A		ENSG00000116731
PRDM4	PFM1		ENSG00000110851
PRDM4-AS1			ENSG00000258136
PRDM5	PFM2		ENSG00000138738
PRDM6	PRISM		ENSG00000061455
PRDM6	KMT8C		ENSG00000061455
PRDM6-AS1			ENSG00000223652
PRDM7	ZNF910		ENSG00000126856
PRDM8	KMT8D		ENSG00000152784
PRDM8-AS1			ENSG00000248719
PRDM9	PFM6	MSBP3	ENSG00000164256
PRDM9	ZNF899	MSBP3	ENSG00000164256
PRDM9	KMT8B	MSBP3	ENSG00000164256
PRDM9	Meisetz	MSBP3	ENSG00000164256
PRDM10	KIAA1231		ENSG00000170325
PRDM10	PFM7		ENSG00000170325
PRDM10	MGC131802		ENSG00000170325
PRDM10-DT	FLJ31394	C11orf37	ENSG00000233220
PRDM10-DT	FLJ31394	NCRNA00167	ENSG00000233220
PRDM10-DT	FLJ31394	LINC00167	ENSG00000233220
PRDM11	PFM8		ENSG00000019485
PRDM12	PFM9		ENSG00000130711
PRDM13	PFM10		ENSG00000112238
PRDM14			ENSG00000147596
PRDM15		ZNF298	ENSG00000141956
PRDM15		C21orf83	ENSG00000141956
PRDM16	MEL1		ENSG00000142611
PRDM16	PFM13		ENSG00000142611
PRDM16	KIAA1675		ENSG00000142611
PRDM16	MGC166915		ENSG00000142611
PRDM16	KMT8F		ENSG00000142611
PRDM16-DT	FLJ42875	LINC00982	ENSG00000177133
PRDM16-DT	lnc-dPrdm16	LINC00982	ENSG00000177133
PRDX1	NKEFA	PAGA	ENSG00000117450
PRDX1P1		PAGB	ENSG00000214121
PRDX1P1		TDPX2	ENSG00000214121
PRDX2	PRP	TDPX1	ENSG00000167815
PRDX2	NKEFB	TDPX1	ENSG00000167815
PRDX2	TSA	TDPX1	ENSG00000167815
PRDX2	PRXII	TDPX1	ENSG00000167815
PRDX2	PRX2	TDPX1	ENSG00000167815
PRDX2	MGC4104	TDPX1	ENSG00000167815
PRDX2P1			ENSG00000215049
PRDX2P2			ENSG00000213724
PRDX2P3			ENSG00000249140
PRDX2P4			ENSG00000213177
PRDX3	MER5	AOP1	ENSG00000165672
PRDX3	AOP-1	AOP1	ENSG00000165672
PRDX3	SP-22	AOP1	ENSG00000165672
PRDX3P1			ENSG00000229598
PRDX3P2			ENSG00000231468
PRDX3P3			ENSG00000234701
PRDX3P4			ENSG00000239926
PRDX4	AOE37-2		ENSG00000123131
PRDX4P1			ENSG00000248987
PRDX4P2
PRDX5	ACR1		ENSG00000126432
PRDX5	AOEB166		ENSG00000126432
PRDX5	MGC142285		ENSG00000126432
PRDX5	PRXV		ENSG00000126432
PRDX5	PMP20		ENSG00000126432
PRDX5	B166		ENSG00000126432
PRDX5	PRDX6		ENSG00000126432
PRDX5	PLP		ENSG00000126432
PRDX5	SBBI10		ENSG00000126432
PRDX5	MGC117264		ENSG00000126432
PRDX5	MGC142283		ENSG00000126432
PRDX5P1			ENSG00000242364
PRDX6	AOP2		ENSG00000117592
PRDX6	KIAA0106		ENSG00000117592
PRDX6	1-Cys		ENSG00000117592
PRDX6	NSGPx		ENSG00000117592
PRDX6	PRX		ENSG00000117592
PRDX6	aiPLA2		ENSG00000117592
PRDX6	MGC46173		ENSG00000117592
PRDX6	p29		ENSG00000117592
PRDX6-AS1			ENSG00000203739
PREB	SEC12		ENSG00000138073
PRECSIT		C13orf29	ENSG00000255874
PRECSIT		NCRNA00346	ENSG00000255874
PRECSIT		LINC00346	ENSG00000255874
PRELID1	CGI-106		ENSG00000169230
PRELID1	PX19		ENSG00000169230
PRELID1	PRELI		ENSG00000169230
PRELID1P1			ENSG00000217325
PRELID1P2			ENSG00000217408
PRELID1P3			ENSG00000235816
PRELID1P4			ENSG00000259592
PRELID1P5			ENSG00000226986
PRELID1P6			ENSG00000228305
PRELID1P7			ENSG00000230748
PRELID2	MGC21644		ENSG00000186314
PRELID2	FLJ38376		ENSG00000186314
PRELID2P1			ENSG00000257336
PRELID3A	HFL-EDDG1	C18orf43	ENSG00000141391
PRELID3A	HFL-EDDG1	SLMO1	ENSG00000141391
PRELID3A	FLJ31484	C18orf43	ENSG00000141391
PRELID3A	FLJ31484	SLMO1	ENSG00000141391
PRELID3B	dJ543J19.5	C20orf45	ENSG00000101166
PRELID3B	dJ543J19.5	SLMO2	ENSG00000101166
PRELID3BP1		SLMO2P1	ENSG00000226226
PRELID3BP2		SLMO2P2	ENSG00000271242
PRELID3BP3		SLMO2P3	ENSG00000264907
PRELID3BP4			ENSG00000251163
PRELID3BP5			ENSG00000251656
PRELID3BP6			ENSG00000249516
PRELID3BP7			ENSG00000250711
PRELID3BP8			ENSG00000270741
PRELID3BP9
PRELID3BP10			ENSG00000236105
PRELID3BP11		SLMO2P11	ENSG00000231108
PRELP	SLRR2A		ENSG00000188783
PRELP	prolargin		ENSG00000188783
PREP			ENSG00000085377
PREP-AS1			ENSG00000231628
PREPL	KIAA0436		ENSG00000138078
PREX1	KIAA1415		ENSG00000124126
PREX1	P-REX1		ENSG00000124126
PREX2	DEP.2	DEPDC2	ENSG00000046889
PREX2	FLJ12987	DEPDC2	ENSG00000046889
PREX2	P-REX2	DEPDC2	ENSG00000046889
PREX2	PPP1R129	DEPDC2	ENSG00000046889
PRF1	PFP		ENSG00000180644
PRF1	P1		ENSG00000180644
PRF1	HPLH2		ENSG00000180644
PRG2	MBP		ENSG00000186652
PRG2	BMPG		ENSG00000186652
PRG2	proMBP		ENSG00000186652
PRG3	MBPH		ENSG00000156575
PRG3	MBP2		ENSG00000156575
PRG4	JCAP	CACP	ENSG00000116690
PRG4	SZP	CACP	ENSG00000116690
PRG4	MSF	CACP	ENSG00000116690
PRG4	HAPO	CACP	ENSG00000116690
PRG4	bG174L6.2	CACP	ENSG00000116690
PRG4	FLJ32635	CACP	ENSG00000116690
PRH1	Pa		ENSG00000231887
PRH2	Pr		ENSG00000134551
PRICKLE1	FLJ31937		ENSG00000139174
PRICKLE1	EPM1B		ENSG00000139174
PRICKLE1	RILP		ENSG00000139174
PRICKLE1P1			ENSG00000243584
